,Date,Open,High,Low,Close,Adj Close,Volume,Returns,MovingAverage_50,MovingAverage_200,VolumeChange,VolumeMovingAverage_50,VolumeMovingAverage_200,MarketReturns,CAPM,HighLowRange,HighCloseRange,LowCloseRange,Volatility,RSI,Momentum,VolumeMovingAverage_10,PriceLag_1,ReturnLag_1,PriceLag_3,ReturnLag_3,PriceLag_5,ReturnLag_5,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,UNRATE,"('Adj Close', 'BYD')","('Adj Close', 'VWAGY')","('Close', 'BYD')","('Close', 'VWAGY')","('High', 'BYD')","('High', 'VWAGY')","('Low', 'BYD')","('Low', 'VWAGY')","('Open', 'BYD')","('Open', 'VWAGY')","('Volume', 'BYD')","('Volume', 'VWAGY')"
0,2010-06-29,1.2666670083999634,1.6666669845581055,1.1693329811096191,1.5926669836044312,1.5926669836044312,281494500,,,,,,,0.0021206764787242947,,0.49733400344848633,,,0.49733400344848633,,,,,,,,,,-3.23,-0.79,-1.29,0.45,-0.24,0.001,-0.0339851,9.4,8.566740036010742,6.605912685394287,8.930000305175781,8.574999809265137,9.489999771118164,8.645000457763672,8.869999885559082,8.484999656677246,9.390000343322754,8.524999618530273,1856400,35400.0
1,2010-06-30,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,1.5886670351028442,257806500,-0.0025114782580187844,,,-0.08415084486553026,,,0.0021206764787242947,0.019952260437556907,0.4746670722961426,0.43533313274383545,0.03933393955230713,0.31644471486409503,,,,1.5926669836044312,,,,,,-0.98,0.0,-0.34,-0.03,-0.02,0.001,-0.0227731,9.4,8.144638061523438,6.605912685394287,8.489999771118164,8.574999809265137,9.180000305175781,8.675000190734863,8.430000305175781,8.524999618530273,8.949999809265137,8.595000267028809,1750400,15000.0
2,2010-07-01,1.6666669845581055,1.7280000448226929,1.3513330221176147,1.4639999866485596,1.4639999866485596,123282000,-0.07847273575876412,,,-0.5218041438055285,,,0.0021206764787242947,0.019791171185480756,0.3766670227050781,0.13933300971984863,0.2373340129852295,0.25111134847005206,,,,1.5886670351028442,-0.0025114782580187844,,,,,-0.4,-0.36,-0.43,0.49,0.13,0.001,-0.0101592,9.4,8.029519081115723,6.702208995819092,8.369999885559082,8.699999809265137,8.630000114440918,8.699999809265137,8.109999656677246,8.515000343322754,8.600000381469727,8.6899995803833,2840400,39400.0
3,2010-07-02,1.5333329439163208,1.5399999618530273,1.24733304977417,1.2799999713897705,1.2799999713897705,77097000,-0.12568307167816883,,,-0.37462889959604806,,,0.0021206764787242947,0.019691053336543803,0.2926669120788574,0.07599997520446777,0.21666693687438965,0.19511127471923828,,,,1.4639999866485596,-0.07847273575876412,1.5926669836044312,,,,-0.5,-0.33,-0.44,0.11,-0.37,0.001,0.00126389,9.4,7.732130527496338,6.663690567016602,8.0600004196167,8.649999618530273,8.520000457763672,8.725000381469727,7.960000038146973,8.529999732971191,8.510000228881836,8.574999809265137,1821200,9400.0
4,2010-07-06,1.3333330154418945,1.3333330154418945,1.0553330183029175,1.0740000009536743,1.0740000009536743,103003500,-0.1609374805004331,,,0.336024748044671,,,0.0021206764787242947,0.019616290140983095,0.27799999713897705,0.05333304405212402,0.22466695308685303,0.1853333314259847,,,,1.2799999713897705,-0.12568307167816883,1.5886670351028442,-0.0025114782580187844,,,0.33,-1.96,0.11,0.04,-0.44,0.001,0.0344367,9.4,7.425146102905273,6.759986877441406,7.739999771118164,8.774999618530273,8.390000343322754,8.850000381469727,7.710000038146973,8.699999809265137,8.390000343322754,8.699999809265137,2011300,13000.0
5,2010-07-07,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,1.053333044052124,103825500,-0.01924297661377916,,,0.00798031134864341,,,0.0021206764787242947,0.01991677834254003,0.11000001430511475,0.034667015075683594,0.07533299922943115,0.07333334287007649,,,,1.0740000009536743,-0.1609374805004331,1.4639999866485596,-0.07847273575876412,1.5926669836044312,,3.17,0.04,0.43,-0.76,0.93,0.001,0.0392698,9.4,7.808876991271973,6.867839336395264,8.140000343322754,8.914999961853027,8.140000343322754,9.0,7.599999904632568,8.765000343322754,7.789999961853027,8.864999771118164,1741300,12600.0
6,2010-07-08,1.0759999752044678,1.1679999828338623,1.0379999876022339,1.1640000343322754,1.1640000343322754,115671000,0.10506362722128282,,,0.11409046910441067,,,0.0021206764787242947,0.020180392433443148,0.12999999523162842,0.11466693878173828,0.015333056449890137,0.08666666348775227,,,,1.053333044052124,-0.01924297661377916,1.2799999713897705,-0.12568307167816883,1.5886670351028442,-0.0025114782580187844,1.0,0.57,-0.01,0.08,0.12,0.001,0.0427001,9.4,7.770503520965576,6.929468154907227,8.100000381469727,8.994999885559082,8.380000114440918,8.994999885559082,7.829999923706055,8.864999771118164,8.3100004196167,8.9399995803833,2181100,15800.0
7,2010-07-09,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,1.159999966621399,60759000,-0.0034364841863351314,,,-0.4747257307363125,,,0.0021206764787242947,0.019950298799242046,0.09000003337860107,0.029332995414733887,0.06066703796386719,0.06000002225240072,,,,1.1640000343322754,0.10506362722128282,1.0740000009536743,-0.1609374805004331,1.4639999866485596,-0.07847273575876412,0.81,0.69,0.61,-0.64,0.48,0.001,0.044729,9.4,8.230977058410645,6.856283187866211,8.579999923706055,8.899999618530273,8.609999656677246,9.0,8.0600004196167,8.864999771118164,8.100000381469727,8.960000038146973,1505200,13400.0
8,2010-07-12,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,1.136667013168335,33037500,-0.02011461562453598,,,-0.45625339455883074,,,0.0021206764787242947,0.019914929878191982,0.07133400440216064,0.04466700553894043,0.026666998863220215,0.047556002934773765,,,,1.159999966621399,-0.0034364841863351314,1.053333044052124,-0.01924297661377916,1.2799999713897705,-0.12568307167816883,-0.11,-1.17,0.11,0.27,-0.11,0.001,0.0441104,9.4,8.048707008361816,6.894801616668701,8.390000343322754,8.949999809265137,8.770000457763672,9.015000343322754,8.270000457763672,8.869999885559082,8.5,8.994999885559082,1040300,13000.0
9,2010-07-13,1.1593329906463623,1.2426669597625732,1.1266670227050781,1.2093329429626465,1.2093329429626465,40201500,0.0639289510054164,,,0.21684449489216795,,,0.0021206764787242947,0.02009315909313222,0.11599993705749512,0.10599994659423828,0.009999990463256836,0.0773332913716634,,,119617800.0,1.136667013168335,-0.02011461562453598,1.1640000343322754,0.10506362722128282,1.0740000009536743,-0.1609374805004331,1.76,1.62,0.63,-0.67,0.9,0.001,0.0439323,9.4,8.192602157592773,7.222208023071289,8.539999961853027,9.375,8.619999885559082,9.375,8.420000076293945,9.25,8.600000381469727,9.364999771118164,1547700,25200.0
